candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary
CAND_0065787,,Java Developer,10.9,,Java Developer @ HCL (14m),"Software engineer with 2.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0009420,,Operations Manager,9.9,Reinforcement Learning,Operations Manager @ Wayne Enterprises (31m) | Mechanical Engineer @ Hooli (26m) | Civil Engineer @ Hooli (30m),"Professional with 9.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0038138,,Project Manager,5.7,Data Science,Project Manager @ Dunder Mifflin (13m) | Civil Engineer @ TCS (14m) | HR Manager @ Wipro (20m),"Professional with 5.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0099545,,Mechanical Engineer,6.4,Diffusion Models,Mechanical Engineer @ Infosys (19m) | Marketing Manager @ Globex Inc (12m) | Marketing Manager @ TCS (24m),"Professional with 6.4+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0035149,,Cloud Engineer,2.7,"Speech Recognition, Object Detection",Cloud Engineer @ Globex Inc (13m) | Software Engineer @ Dunder Mifflin (13m) | Cloud Engineer @ Cognizant (6m),"Software engineer with 2.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0084428,,HR Manager,14.2,,HR Manager @ Globex Inc (40m) | Operations Manager @ Wipro (50m) | Project Manager @ Infosys (18m),"Professional with 14.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0086311,,HR Manager,4.3,,HR Manager @ Initech (51m),"Professional with 4.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0071333,,Project Manager,5.3,,Project Manager @ Stark Industries (31m) | Sales Executive @ Initech (32m),"Professional with 5.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0033194,,Frontend Engineer,2.3,"scikit-learn, ASR",Frontend Engineer @ Tech Mahindra (27m),"Software engineer with 2.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0028151,,Java Developer,1.1,Object Detection,Java Developer @ Hooli (13m),"Software engineer with 1.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0060898,,Senior Data Engineer,3.9,"Haystack, TTS, Prompt Engineering",Senior Data Engineer @ Stark Industries (24m) | Software Engineer @ CRED (14m) | Backend Engineer @ PhonePe (8m),"Software / data professional with 3.9 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0088581,,Civil Engineer,8.8,,Civil Engineer @ Hooli (16m) | Operations Manager @ Globex Inc (46m) | Project Manager @ TCS (34m),"Professional with 8.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0095908,,Civil Engineer,14.3,,Civil Engineer @ Pied Piper (52m) | Graphic Designer @ Acme Corp (31m) | Graphic Designer @ Pied Piper (43m),"Professional with 14.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0020317,,Cloud Engineer,8.1,,Cloud Engineer @ Mindtree (50m) | Full Stack Developer @ Wayne Enterprises (32m) | Mobile Developer @ Mindtree (14m),"Software engineer with 8.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0020313,,Sales Executive,3.9,"Prompt Engineering, Hugging Face Transformers, FAISS, Fine-tuning LLMs, Information Retrieval, Semantic Search",Sales Executive @ Acme Corp (24m) | HR Manager @ Pied Piper (22m),"Sales Executive with 3.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0034059,,HR Manager,7.1,,HR Manager @ Initech (50m) | Mechanical Engineer @ Initech (34m),"Professional with 7.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0025468,,Content Writer,10.2,,Content Writer @ TCS (48m) | Mechanical Engineer @ Wayne Enterprises (34m) | Accountant @ Initech (39m),"Professional with 10.2+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0050367,,Operations Manager,8.7,,Operations Manager @ Infosys (20m) | Customer Support @ Globex Inc (25m) | Operations Manager @ Initech (15m),"Professional with 8.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0078641,,Graphic Designer,4.3,Feature Engineering,Graphic Designer @ Wayne Enterprises (13m) | Mechanical Engineer @ Pied Piper (38m),"Professional with 4.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0027997,,.NET Developer,7.4,"Pinecone, Computer Vision, Embeddings",.NET Developer @ Hooli (28m) | Software Engineer @ Infosys (44m) | Software Engineer @ Acme Corp (15m),"Software engineer with 7.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0094136,,.NET Developer,8.8,"BentoML, Speech Recognition",.NET Developer @ Mindtree (43m) | Cloud Engineer @ Wayne Enterprises (37m) | Mobile Developer @ Accenture (25m),"Software engineer with 8.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0067698,,Data Analyst,2.6,"CNN, TensorFlow, Qdrant, BentoML",Data Analyst @ Zoho (31m),"Software / data professional with 2.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0051801,,Mechanical Engineer,11.0,,Mechanical Engineer @ Wipro (21m) | Civil Engineer @ Dunder Mifflin (40m) | Mechanical Engineer @ Hooli (26m),"Professional with 11.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0087506,,Software Engineer,7.4,"Image Classification, Semantic Search",Software Engineer @ Vedantu (33m) | Analytics Engineer @ Ola (32m) | Senior Software Engineer @ PolicyBazaar (22m),"Software / data professional with 7.4 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0044135,,Computer Vision Engineer,6.7,"FAISS, Statistical Modeling, Computer Vision, OpenCV, pgvector",Computer Vision Engineer @ Haptik (31m) | ML Engineer @ upGrad (13m) | AI Specialist @ upGrad (35m),"Data scientist / ML engineer with 6.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0024705,,Accountant,10.9,,Accountant @ Stark Industries (34m) | Graphic Designer @ Wayne Enterprises (45m) | Business Analyst @ Hooli (50m),"Professional with 10.9+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0042161,,HR Manager,10.5,,HR Manager @ Globex Inc (26m) | Operations Manager @ Wayne Enterprises (38m) | Business Analyst @ Hooli (54m),"Professional with 10.5+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0088851,,Civil Engineer,2.1,BentoML,Civil Engineer @ Infosys (25m),"Professional with 2.1+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0024163,,Mechanical Engineer,11.0,,Mechanical Engineer @ Acme Corp (20m) | Operations Manager @ Infosys (40m) | Accountant @ Wayne Enterprises (43m),"Professional with 11.0+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0000505,,Accountant,9.2,"Recommendation Systems, Prompt Engineering, Pinecone, Sentence Transformers, Embeddings, Vector Search, FAISS, Hugging Face Transformers, LangChain, Fine-tuning LLMs",Accountant @ Initech (20m) | Civil Engineer @ Globex Inc (52m) | Graphic Designer @ Acme Corp (27m),"Accountant with 9.2+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0005624,,Marketing Manager,11.1,"Pinecone, Prompt Engineering, LangChain, Recommendation Systems, Information Retrieval, Fine-tuning LLMs, Embeddings, Sentence Transformers, Hugging Face Transformers",Marketing Manager @ Globex Inc (26m) | Operations Manager @ Pied Piper (16m) | Operations Manager @ Initech (34m),"Marketing Manager with 11.1+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0009108,,QA Engineer,8.6,,QA Engineer @ TCS (44m) | Cloud Engineer @ Wayne Enterprises (12m) | DevOps Engineer @ Accenture (46m),"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0034816,,Civil Engineer,12.4,,Civil Engineer @ Initech (39m) | Project Manager @ TCS (52m) | Accountant @ Dunder Mifflin (24m),"Professional with 12.4+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0085366,,Accountant,10.3,,Accountant @ Hooli (27m) | Customer Support @ Infosys (28m) | Marketing Manager @ TCS (20m),"Professional with 10.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0041422,,Sales Executive,1.1,,Sales Executive @ TCS (13m),"Professional with 1.1+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0006395,,Graphic Designer,8.7,"RAG, Information Retrieval, Prompt Engineering, Hugging Face Transformers, Vector Search, Embeddings, LangChain, Sentence Transformers, LLMs, Fine-tuning LLMs",Graphic Designer @ Stark Industries (52m) | Marketing Manager @ TCS (36m) | Marketing Manager @ Globex Inc (15m),"Graphic Designer with 8.7+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0006673,,Content Writer,11.9,,Content Writer @ Stark Industries (33m) | Customer Support @ Wipro (30m) | Sales Executive @ Dunder Mifflin (24m),"Professional with 11.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0010019,,Operations Manager,4.7,,Operations Manager @ Hooli (39m) | Project Manager @ Initech (16m),"Professional with 4.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0036278,,Content Writer,7.5,Object Detection,Content Writer @ Pied Piper (15m) | Accountant @ Globex Inc (44m) | Project Manager @ Dunder Mifflin (24m),"Professional with 7.5+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0007793,,Frontend Engineer,6.6,,Frontend Engineer @ Pied Piper (24m) | .NET Developer @ CRED (24m) | DevOps Engineer @ Mphasis (24m),"Software engineer with 6.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0073827,,Operations Manager,7.0,,Operations Manager @ Dunder Mifflin (33m) | Content Writer @ Initech (40m) | Civil Engineer @ Stark Industries (9m),"Professional with 7.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0064498,,.NET Developer,8.6,OpenCV,.NET Developer @ Mindtree (42m) | DevOps Engineer @ Cognizant (19m) | Frontend Engineer @ Globex Inc (41m),"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0028043,,Java Developer,5.8,,Java Developer @ Accenture (22m) | DevOps Engineer @ Accenture (39m) | Full Stack Developer @ Dunder Mifflin (7m),"Software engineer with 5.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0079029,,QA Engineer,4.1,LLMs,QA Engineer @ Infosys (18m) | Java Developer @ Hooli (31m),"Software engineer with 4.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0009120,,.NET Developer,1.5,"Statistical Modeling, Weaviate",.NET Developer @ CRED (18m),"Software engineer with 1.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0035459,,Accountant,3.3,,Accountant @ Dunder Mifflin (39m),"Professional with 3.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0007198,,Content Writer,8.0,"Vector Search, LLMs, Pinecone, Embeddings, Hugging Face Transformers, Sentence Transformers, Fine-tuning LLMs, Recommendation Systems, Prompt Engineering, Semantic Search",Content Writer @ Acme Corp (40m) | HR Manager @ Infosys (46m) | Business Analyst @ Acme Corp (8m),"Content Writer with 8.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0004524,,Graphic Designer,2.5,"Weights & Biases, Pinecone, Hugging Face Transformers, Prompt Engineering, Vector Search, Fine-tuning LLMs, Sentence Transformers, FAISS",Graphic Designer @ Infosys (30m),"Graphic Designer with 2.5+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0086612,,Civil Engineer,4.6,,Civil Engineer @ Wayne Enterprises (43m) | Sales Executive @ Wayne Enterprises (11m),"Professional with 4.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0061740,,Civil Engineer,14.7,"Vector Search, Prompt Engineering, LangChain, FAISS, Information Retrieval",Civil Engineer @ Initech (12m) | Content Writer @ Acme Corp (26m) | Operations Manager @ Wipro (52m),"Civil Engineer with 14.7+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0099365,,Customer Support,13.3,"RAG, Vector Search, Fine-tuning LLMs, FAISS",Customer Support @ TCS (37m) | Customer Support @ Infosys (51m) | Civil Engineer @ Stark Industries (36m),"Customer Support with 13.3+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0044662,,Backend Engineer,6.8,"Diffusion Models, OpenCV, Forecasting, PyTorch",Backend Engineer @ Infosys (49m) | Data Engineer @ Dream11 (32m),"Software / data professional with 6.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0008957,,Marketing Manager,14.6,,Marketing Manager @ TCS (20m) | Operations Manager @ Globex Inc (51m) | Content Writer @ Stark Industries (51m),"Professional with 14.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0068482,,Software Engineer,3.5,"OpenCV, NLP, Time Series, BentoML, OpenSearch, LoRA",Software Engineer @ Freshworks (42m),"Software / data professional with 3.5 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0036501,,HR Manager,10.6,,HR Manager @ Initech (48m) | Project Manager @ TCS (22m) | Business Analyst @ TCS (32m),"Professional with 10.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
