candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary,category
CAND_0029362,1.75,Data Engineer,6.8,"Kubeflow, Forecasting, MLOps, Statistical Modeling",Data Engineer @ Meesho (20m) | Senior Software Engineer @ PhonePe (50m) | Analytics Engineer @ Initech (10m),"Software / data professional with 6.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0099576,0.808,Full Stack Developer,3.5,Semantic Search,Full Stack Developer @ Globex Inc (36m) | Software Engineer @ HCL (6m),"Software engineer with 3.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0067755,0.883,Full Stack Developer,3.7,scikit-learn,Full Stack Developer @ HCL (44m),"Software engineer with 3.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0067644,1.11,Full Stack Developer,3.4,"Object Detection, ASR",Full Stack Developer @ TCS (13m) | QA Engineer @ Pied Piper (27m),"Software engineer with 3.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0079954,0.239,Graphic Designer,3.6,Time Series,Graphic Designer @ Stark Industries (26m) | Project Manager @ Initech (16m),"Professional with 3.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0017065,1.203,Full Stack Developer,5.9,,Full Stack Developer @ Stark Industries (33m) | DevOps Engineer @ Wipro (18m) | Software Engineer @ Pied Piper (19m),"Software engineer with 5.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0099903,1.709,Full Stack Developer,8.4,"Milvus, GANs",Full Stack Developer @ TCS (24m) | .NET Developer @ TCS (39m) | QA Engineer @ Pied Piper (25m),"Software engineer with 8.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0032233,0.15,Accountant,1.9,,Accountant @ Pied Piper (16m) | Civil Engineer @ Wayne Enterprises (6m),"Professional with 1.9+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0053734,0.0,Sales Executive,8.6,,Sales Executive @ Globex Inc (151m) | Civil Engineer @ Acme Corp (43m) | Graphic Designer @ Initech (27m),"Professional with 8.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: impossible_tenure(Sales Executive@Globex Inc 151m vs 8.6yr)
CAND_0094273,0.386,Frontend Engineer,4.5,CNN,Frontend Engineer @ Flipkart (40m) | .NET Developer @ Zomato (13m),"Software engineer with 4.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0017090,2.574,Senior Software Engineer (ML),5.5,"Python, Weights & Biases, BentoML, OpenCV",Senior Software Engineer (ML) @ Paytm (34m) | AI Specialist @ Vedantu (31m),"Data scientist / ML engineer with 5.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.",normal
CAND_0040798,0.522,Analytics Engineer,6.4,"Semantic Search, Learning to Rank",Analytics Engineer @ Pied Piper (36m) | Backend Engineer @ CRED (40m),"Software / data professional with 6.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",irrelevant_title
CAND_0048635,1.621,Full Stack Developer,7.8,Information Retrieval,Full Stack Developer @ Mindtree (19m) | DevOps Engineer @ TCS (19m) | Java Developer @ Zomato (55m),"Software engineer with 7.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0027537,0.716,Full Stack Developer,7.7,,Full Stack Developer @ Pied Piper (24m) | .NET Developer @ Razorpay (39m) | QA Engineer @ Hooli (28m),"Software engineer with 7.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0064477,0.709,Marketing Manager,10.0,"Data Science, LangChain, Hugging Face Transformers, Embeddings, Sentence Transformers",Marketing Manager @ Acme Corp (33m) | Accountant @ Globex Inc (25m) | Mechanical Engineer @ Acme Corp (50m),"Marketing Manager with 10.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0077250,0.0,Project Manager,13.1,Data Science,Project Manager @ Wayne Enterprises (18m),"Professional with 4.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: career_yoe_mismatch(ratio=0.11)
CAND_0002168,0.15,Accountant,10.8,,Accountant @ Initech (37m) | Sales Executive @ Globex Inc (14m) | HR Manager @ Wipro (42m),"Professional with 10.8+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0051372,0.208,Content Writer,13.6,Image Classification,Content Writer @ Initech (52m) | Accountant @ Hooli (28m) | Project Manager @ Dunder Mifflin (43m),"Professional with 13.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0070189,0.0,Operations Manager,6.9,,Operations Manager @ Wayne Enterprises (130m) | Accountant @ Hooli (31m) | Mechanical Engineer @ Wayne Enterprises (12m),"Professional with 6.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: impossible_tenure(Operations Manager@Wayne Enterprises 130m vs 6.9yr)
CAND_0097703,0.528,DevOps Engineer,5.7,,DevOps Engineer @ Razorpay (21m) | DevOps Engineer @ Wipro (46m),"Software engineer with 5.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0076391,0.714,Senior Data Engineer,5.3,"ASR, PyTorch, Kubeflow, BentoML, CNN",Senior Data Engineer @ CRED (49m) | Data Engineer @ Tech Mahindra (14m),"Software / data professional with 5.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",cv_speech_dominant
CAND_0026647,0.523,Analytics Engineer,5.7,Forecasting,Analytics Engineer @ PharmEasy (21m) | Software Engineer @ Hooli (31m) | Analytics Engineer @ Flipkart (15m),"Software / data professional with 5.7 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",irrelevant_title
CAND_0092930,0.15,DevOps Engineer,4.8,,DevOps Engineer @ Cognizant (31m) | Frontend Engineer @ Infosys (26m),"Software engineer with 4.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",consulting_only
CAND_0041161,1.285,Senior Software Engineer,3.3,"PyTorch, Forecasting",Senior Software Engineer @ Vedantu (26m) | Backend Engineer @ Freshworks (13m),"Software / data professional with 3.3 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0091229,2.508,Senior Software Engineer (ML),7.0,"OpenCV, Elasticsearch, scikit-learn, Image Classification, TensorFlow, BentoML",Senior Software Engineer (ML) @ Niramai (16m) | AI Specialist @ BYJU'S (42m) | Computer Vision Engineer @ Locobuzz (25m),"Data scientist / ML engineer with 7.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",normal
CAND_0067401,2.035,Senior Software Engineer,7.3,"Diffusion Models, Kubeflow, Statistical Modeling, PEFT, RAG",Senior Software Engineer @ InMobi (22m) | Data Engineer @ TCS (26m) | Data Analyst @ PhonePe (21m),"Software / data professional with 7.3 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0094672,1.513,Full Stack Developer,6.8,Pinecone,Full Stack Developer @ Flipkart (45m) | Full Stack Developer @ Globex Inc (14m) | Mobile Developer @ Stark Industries (21m),"Software engineer with 6.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0073630,0.342,Customer Support,12.0,,Customer Support @ TCS (52m) | Sales Executive @ Initech (49m) | Graphic Designer @ Hooli (30m),"Professional with 12.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0090398,1.117,Full Stack Developer,3.7,,Full Stack Developer @ Initech (44m),"Software engineer with 3.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0098410,1.906,Software Engineer,5.3,"pgvector, NLP, Diffusion Models",Software Engineer @ Wayne Enterprises (32m) | Senior Software Engineer @ Stark Industries (31m),"Software / data professional with 5.3 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0088179,1.61,Software Engineer,3.2,"Elasticsearch, Reinforcement Learning, Embeddings",Software Engineer @ Accenture (38m),"Software / data professional with 3.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0077239,0.0,Content Writer,7.6,BentoML,Content Writer @ Dunder Mifflin (139m) | Mechanical Engineer @ Dunder Mifflin (20m) | Mechanical Engineer @ Infosys (21m),"Professional with 7.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: impossible_tenure(Content Writer@Dunder Mifflin 139m vs 7.6yr)
CAND_0057932,0.15,Marketing Manager,9.8,,Marketing Manager @ Stark Industries (44m) | Graphic Designer @ Dunder Mifflin (25m) | Customer Support @ Acme Corp (40m),"Professional with 9.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0041103,0.143,Mechanical Engineer,13.5,,Mechanical Engineer @ Wipro (21m) | Accountant @ TCS (45m) | Content Writer @ Initech (16m),"Professional with 13.5+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0072229,1.866,Senior Software Engineer,6.0,"Machine Learning, MLflow, Speech Recognition",Senior Software Engineer @ Cognizant (44m) | Analytics Engineer @ Freshworks (27m),"Software / data professional with 6.0 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0089142,1.342,Software Engineer,2.3,OpenCV,Software Engineer @ Dunder Mifflin (27m),"Software engineer with 2.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0027320,0.39,Accountant,6.8,,Accountant @ Dunder Mifflin (14m) | Project Manager @ Initech (46m) | HR Manager @ Initech (20m),"Professional with 6.8+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0035617,1.966,Software Engineer,7.6,"Feature Engineering, Machine Learning",Software Engineer @ Accenture (20m) | Analytics Engineer @ Tech Mahindra (15m) | Data Engineer @ Globex Inc (16m),"Software / data professional with 7.6 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0043917,1.609,Senior Software Engineer,4.4,"Computer Vision, Feature Engineering",Senior Software Engineer @ Freshworks (19m) | Software Engineer @ InMobi (33m),"Software / data professional with 4.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0037053,0.56,QA Engineer,5.2,,QA Engineer @ Wayne Enterprises (39m) | QA Engineer @ Razorpay (22m),"Software engineer with 5.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0069109,0.145,Content Writer,14.0,Statistical Modeling,Content Writer @ Wayne Enterprises (27m) | Project Manager @ Wipro (16m) | Mechanical Engineer @ Hooli (16m),"Professional with 14.0+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0040443,0.522,Analytics Engineer,7.2,"Weights & Biases, Data Science, Vector Search, MLflow, Forecasting, Qdrant, Image Classification",Analytics Engineer @ upGrad (51m) | Data Engineer @ Cognizant (34m),"Software / data professional with 7.2 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",irrelevant_title
CAND_0018835,1.085,Full Stack Developer,1.7,Prompt Engineering,Full Stack Developer @ Acme Corp (20m),"Software engineer with 1.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0074264,0.451,DevOps Engineer,7.3,"Weaviate, Hugging Face Transformers",DevOps Engineer @ Dunder Mifflin (21m) | Java Developer @ TCS (26m) | Frontend Engineer @ Flipkart (28m),"Software engineer with 7.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0082880,1.495,Data Engineer,2.2,"Vector Search, GANs, Python, MLflow, BentoML",Data Engineer @ Acme Corp (19m) | Backend Engineer @ Mindtree (7m),"Software / data professional with 2.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0016037,0.516,DevOps Engineer,7.9,"Time Series, Statistical Modeling",DevOps Engineer @ Accenture (27m) | Mobile Developer @ Mphasis (37m) | Cloud Engineer @ Hooli (16m),"Software engineer with 7.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0088176,0.719,Accountant,9.8,"TTS, Embeddings, LLMs, Prompt Engineering, FAISS, Vector Search, Hugging Face Transformers",Accountant @ Acme Corp (33m) | Mechanical Engineer @ TCS (51m) | Marketing Manager @ Initech (21m),"Accountant with 9.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0031512,0.291,Mechanical Engineer,4.8,,Mechanical Engineer @ Globex Inc (36m) | Operations Manager @ Infosys (21m),"Professional with 4.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0083010,0.143,HR Manager,14.0,,HR Manager @ Stark Industries (34m) | Business Analyst @ Infosys (18m) | Content Writer @ Wipro (37m),"Professional with 14.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0077503,0.751,Content Writer,5.5,"Data Science, Information Retrieval, Vector Search, Recommendation Systems, LangChain, Fine-tuning LLMs, Prompt Engineering, LLMs, Hugging Face Transformers",Content Writer @ Globex Inc (20m) | Civil Engineer @ Globex Inc (31m) | Business Analyst @ Dunder Mifflin (14m),"Content Writer with 5.5+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0047037,0.544,Mobile Developer,8.4,MLOps,Mobile Developer @ Capgemini (16m) | Mobile Developer @ Tech Mahindra (13m) | QA Engineer @ Hooli (22m),"Software engineer with 8.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
